,post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,ativos,volatility,numero_cotista,tx_gestao,tx_admin,tx_performance
199,185,IBFF11,14.7925,0.0,0.1467,0.44,0.475,2.85,0.6683,8.02,0.0,,0.0,,6.25,2022.0,100.0846,14.78,-79.0859,9855905.16,-58.4748,-58.1541,101.173,33.7243,103.236,17.206,107.5171,8.9598,Fundo de Fundos,fundo-de-fundos,66.4,162549.5,9855905.16,4.4926,4.49255751014885,IBFF11,0,4.204075241659,3870,,,
200,3241,ICNE11,10.3654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Imóveis Residenciais,imoveis-residenciais,0.0,,116841445.26,0.0,,ICNE11,,,5,,,
201,81,IDFI11,2.7484,,,,,,,,,,,,,,0.8432,22.2,-60.3288,45679132.16,-67.3736,-59.9943,12.3025,4.1008,22.8595,3.8099,61.7828,5.1486,Indefinido,indefinido,17.5,40666.3,45679132.16,0.8005,0.788288288288288,IDFI11,6,47.01274855665,427,,,
202,2763,IDGR11,1.0048,,,,,,,,,,,,,,,,,,,,,,,,,,Misto,misto,14.0,585.71,7062918.63,1.75,,IDGR11,2,118.51417899457,89,,,
203,1848,IFRA11,1.1,0.98,0.9967,2.99,1.0167,6.1,1.0133,12.16,3.6531,9.8853,4.6689,112.36,2.99,2024.0,,,,,,,,,,,,,Indefinido,indefinido,111.3,1744951.18,0.0,0.0,,IFRA11,,10.948981604997,0,,,
204,379,IRDM11,0.78,1.03,0.95,2.85,0.9617,5.77,0.98,11.76,-2.2508,3.8334,-1.244,76.0,2.85,2024.0,0.8568,87.53,-5.6789,3188960515.41,-1.0549,-4.8707,2.4567,0.8189,5.0786,0.8464,10.8043,0.9004,Papéis,papeis,76.99,4190133.28,3188960515.41,0.8711,0.8795841425796861,IRDM11,0,15.259025459741,294344,,,
205,140,IRIM11,0.83,1.04,0.95,2.85,0.9883,5.93,1.0325,12.39,-2.439,1.4192,-1.4244,80.0,2.85,2024.0,0.8484,90.76,-6.7406,174251630.69,-2.3747,-5.9494,2.4711,0.8237,5.2558,0.876,11.4048,0.9504,Indefinido,indefinido,79.65,49603.15,174251630.69,0.8848,0.8775892463640371,IRIM11,0,15.775230797732,2671,,,
206,3245,ISCJ11,1.2054,,,,,,,,,,,,,,,,,,,,,,,,,,Papéis,papeis,0.0,,43688957.47,0.0,,ISCJ11,,,39,,,
207,92,ITIP11,0.71,0.93,0.8733,2.62,0.8683,5.21,0.97,11.64,-0.2229,0.1426,0.705,76.1,2.62,2024.0,0.8422,75.99,-5.1192,56855125.41,-2.0406,-4.3201,2.5393,0.8464,5.2267,0.8711,11.5617,0.9635,Papéis,papeis,74.99,83317.85,56855125.41,0.9922,0.9868403737333861,ITIP11,0,11.702669995308,5400,,,
208,59,ITIT11,0.62,0.79,0.8267,2.48,0.81,4.86,0.7925,9.51,-1.3784,8.0615,-0.5993,78.7,2.48,2024.0,0.7793,87.26,10.5117,78573954.75,18.8475,11.3728,2.248,0.7493,4.3852,0.7309,8.6173,0.7181,Fundo de Fundos,fundo-de-fundos,80.45,395748.28,78573954.75,0.9168,0.9219573687829471,ITIT11,0,10.207087819095,10497,,,
209,60,JASC11,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,100.0,201200,358938335.87,0.9282,,JASC11,17,21.579683303606,82,,,
210,334,JBFO11,0.5082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Papéis,papeis,82.01,83.5,106887508.85,0.9813,,JBFO11,0,14.200479556818,364,,,
211,2783,JCCJ11,0.4495,0.35,0.2633,0.79,0.1717,1.03,0.1717,1.03,4.4177,9.1039,4.7831,130.0,0.79,2024.0,,,,,,,,,,,,,Papéis,papeis,130.0,2627684.72,310188414.29,0.6993,,JCCJ11,,33.16691078954,158,,,
212,452,JFLL11,0.62,0.8,0.82,2.46,0.83,4.98,0.8683,10.42,4.136,5.6721,4.9691,77.8,2.46,2024.0,0.595,104.2,3.1888,156357645.36,12.8012,3.8027,1.7848,0.5949,3.6272,0.6045,7.319,0.6099,Imóveis Residenciais,imoveis-residenciais,77.0,377516.45,156357645.36,0.7384,0.7389635316698651,JFLL11,2,24.233083576626,3593,,,
213,528,JGPX11,1.2,1.3,1.2233,3.67,1.08,6.48,1.2083,14.5,-0.9091,-0.9057,0.3791,92.65,3.67,2024.0,1.3133,95.18,-0.8234,203800984.82,11.4124,0.4791,3.3031,1.101,6.1314,1.0219,13.7162,1.143,Indefinido,indefinido,93.34,518955.58,203800984.82,0.9809,0.98066820760664,JGPX11,0,15.995581858685,7463,,,
214,149,JPPA11,0.99,1.09,1.08,3.24,1.0967,6.58,1.2117,14.54,-2.4968,1.373,-1.434,90.6,3.24,2024.0,0.9966,98.33,0.0102,88897070.37,13.6729,1.0069,3.1108,1.0369,6.3952,1.0659,14.3668,1.1972,Papéis,papeis,90.5,201021.9,88897070.37,0.9161,0.920370182040069,JPPA11,0,13.21602311725,8653,,,
215,419,JRDM11,7.8276,,,,,,,,,,,,,,0.4502,88.84,-1.1571,224143181.16,7.2314,-0.7121,1.7232,0.5744,4.4029,0.7338,8.1959,0.683,Shoppings,shoppings,85.9,610682,224143181.16,0.9669,0.9669067987393061,JRDM11,1,19.24395119561,4001,,,
216,51,JSAF11,1.0,0.98,0.9767,2.93,0.98,5.88,1.0083,12.1,-1.6338,2.8181,-0.6698,102.35,2.93,2024.0,0.9994,100.06,6.5148,343290184.08,16.1429,7.5793,3.0093,1.0031,6.0841,1.014,11.8919,0.991,Fundo de Fundos,fundo-de-fundos,102.88,1547803.35,343290184.08,1.0329,1.028183090145912,JSAF11,0,18.542915277862,16131,,,
217,252,JSRE11,0.46,0.61,0.61,1.83,0.6217,3.73,0.6267,7.52,-0.6979,4.445,-0.0922,75.41,1.83,2024.0,0.4192,109.72,-2.8769,2278572027.1,1.8015,-2.4697,1.2582,0.4194,2.4854,0.4142,4.9342,0.4112,Misto,misto,73.46,2045003.7,2278572027.1,0.6792,0.6695224207072541,JSRE11,6,19.032563402034,107289,,,
218,1854,JURO11,1.0,0.92,1.0733,3.22,1.2383,7.43,1.1558,13.87,2.4528,3.8662,3.3954,108.6,3.22,2024.0,,,,,,,,,,,,,Indefinido,indefinido,109.1,3782893.75,0.0,0.0,,JURO11,,9.767156993936,0,,,
219,95,KCRE11,0.9,0.9,0.88,2.64,0.84,5.04,1.0017,12.02,0.8148,8.7163,1.7221,100.22,2.64,2024.0,0.8856,101.63,3.7888,365875969.05,5.8779,4.7079,2.463,0.821,4.7067,0.7844,11.2036,0.9336,Indefinido,indefinido,98.8,573366.68,365875969.05,0.9741,0.97215389156745,KCRE11,0,11.755387844005,11076,,,
220,1816,KDIF11,1.35,0.97,0.8533,2.56,0.8,4.8,0.8092,9.71,1.1432,5.7019,2.1243,138.9,2.56,2024.0,,,,,,,,,,,,,Indefinido,indefinido,138.0,4545769.93,0.0,0.0,,KDIF11,,12.509889577557,0,,,
221,324,KEVE11,14.2179,,,,,,,,,,,,,,1.1876,855.14,-8.2675,126305724.15,-10.7517,-7.178,17.9146,5.9715,24.8461,4.141,30.15,3.015,Fundo de Desenvolvimento,fundo-de-desenvolvimento,1130.02,143265.94,126305724.15,1.3214,1.3214444418457791,KEVE11,0,31.976462981939,472,,,
222,243,KFOF11,0.8,0.79,0.8767,2.63,0.8533,5.12,0.875,10.5,-0.5315,10.1527,0.2543,101.05,2.63,2024.0,0.8216,97.37,7.1531,441398725.67,14.0536,8.0335,2.9257,0.9752,5.41,0.9017,10.4332,0.8694,Fundo de Fundos,fundo-de-fundos,100.4,1088727.73,441398725.67,1.0329,1.031118414295984,KFOF11,0,19.287389691908,19552,,,
223,192,KINP11,2.8952,0.0,1.6367,4.91,2.4333,14.6,2.6358,31.63,0.0,,0.0,,19.95,2023.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fundo de Desenvolvimento,fundo-de-desenvolvimento,9.82,38394.2,26408606.84,2.6612,,KINP11,0,19.52441834126,1932,,,
224,163,KISU11,0.075,0.89,0.8967,2.69,0.8933,5.36,0.8792,10.55,-1.1765,4.5817,-0.2969,8.4,2.69,2024.0,0.8343,8.99,3.0963,397319718.74,6.3569,3.9564,2.5907,0.8636,5.1119,0.852,9.9743,0.8312,Fundo de Fundos,fundo-de-fundos,8.42,933488.73,397319718.74,0.931,0.936596218020022,KISU11,0,12.607146584005,132941,,,
225,94,KIVO11,1.05,1.14,1.21,3.63,1.2383,7.43,1.4025,16.83,-3.3105,6.4122,-2.2082,91.71,3.63,2024.0,,,,,,,,,,,,,Papéis,papeis,90.9,306735.73,110772256.2,1.0004,,KIVO11,0,18.068093721792,5125,,,
226,542,KNCA11,1.05,1.0,1.0267,3.08,1.0167,6.1,1.0975,13.17,-0.5313,3.1019,0.4634,104.84,3.08,2024.0,1.1104,103.57,1.3536,2237201195.01,14.0324,2.479,3.1433,1.0478,6.2632,1.0439,13.9487,1.1624,Indefinido,indefinido,103.2,4196670.53,2237201195.01,0.9982,0.9964275369315441,KNCA11,0,9.128665701422,61959,,,
227,191,KNCR11,0.95,0.91,0.97,2.91,1.0117,6.07,1.0992,13.19,0.4047,5.3651,1.3184,104.2,2.91,2024.0,1.0585,101.09,0.3375,5771781680.4,14.7749,1.3995,3.0591,1.0197,6.2496,1.0416,13.151,1.0959,Papéis,papeis,103.0,10648937.73,5771781680.4,1.0173,1.018894054802651,KNCR11,0,8.49424252113,326344,,,
228,2791,KNHF11,0.86,0.83,0.8567,2.57,0.9,5.4,1.06,6.36,-2.0983,3.4812,-1.2857,103.58,2.57,2024.0,,,,,,,,,,,,,Indefinido,indefinido,102.85,1883293.7,1941082036.23,1.0158,,KNHF11,,10.54568077674,13828,,,
229,400,KNHY11,1.15,1.08,1.08,3.24,1.0217,6.13,1.0583,12.7,1.2785,8.8102,2.3723,106.94,3.24,2024.0,1.1719,102.4,4.757,1893517551.12,19.7183,5.9847,3.2103,1.0701,6.1126,1.0188,12.5607,1.0467,Papéis,papeis,106.79,3306230.1,1893517551.12,1.0439,1.04287109375,KNHY11,0,8.540152583951,16771,,,
230,292,KNIP11,0.95,0.97,0.88,2.64,0.8,4.8,0.8358,10.03,1.1492,9.0476,2.1303,97.7,2.64,2024.0,0.8779,97.96,4.3682,7844363080.68,14.9311,5.2845,2.3987,0.7996,4.4565,0.7428,9.4437,0.787,Papéis,papeis,97.5,10301505.6,7844363080.68,0.9998,0.995304205798285,KNIP11,0,8.773988608393,77287,,,
231,3016,KNOX11,2.436,2.31,2.4967,7.49,2.11,12.66,1.9313,15.45,5.62,15.1688,8.0598,105.62,7.49,2023.0,,,,,,,,,,,,,Indefinido,indefinido,108.27,1597355.35,0.0,0.0,,KNOX11,,17.707548463392,0,,,
232,96,KNPR11,4.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Indefinido,indefinido,0.0,,59391741.94,0.0,,KNPR11,0,,593,,,
233,240,KNRE11,0.0701,12.52,27.5367,82.61,23.0767,138.46,14.8675,178.41,-44.0,-36.9888,-36.9888,0.56,12.52,2023.0,9.2237,0.76,0.0,14036869.14,0.4641,9.2237,55.2796,18.4265,55.4103,9.235,63.0308,5.2526,Fundo de Desenvolvimento,fundo-de-desenvolvimento,0.41,8715.8,14030246.53,0.5658,0.539473684210526,KNRE11,1,65.598468594151,6685,,,
234,203,KNRI11,1.0,0.6,0.6033,1.81,0.6133,3.68,0.6475,7.77,1.5427,6.3087,2.1519,166.53,1.81,2024.0,0.6268,159.55,-0.1814,3854290655.29,8.8269,0.4442,1.8825,0.6275,3.7631,0.6272,7.6726,0.6394,Misto,misto,165.5,3863066.68,3854290655.29,1.0338,1.037292384832341,KNRI11,19,12.251092026319,265660,,,
235,263,KNSC11,0.08,0.87,0.84,2.52,0.84,5.04,0.9242,11.09,0.7701,6.133,1.6468,9.16,2.52,2024.0,0.883,9.06,-89.7197,1202263371.79,-88.5365,-89.629,2.4248,0.8083,4.1164,0.6861,10.0372,0.8364,Papéis,papeis,9.27,3659608.58,1202263371.79,1.0155,1.023178807947019,KNSC11,0,11.399412075381,148022,,,
236,2730,KNUQ11,1.06,1.01,1.0767,3.23,0.8683,5.21,0.6513,5.21,-0.086,5.6593,0.9231,104.58,3.23,2024.0,,,,,,,,,,,,,Indefinido,indefinido,103.78,890475.23,744743770.67,1.0221,,KNUQ11,,9.770766314326,7852,,,
237,3251,KORE11,1.25,1.13,1.455,2.91,1.455,2.91,1.455,2.91,0.5546,4.7452,1.6909,110.6,2.91,2024.0,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,110.3,1892628.95,970898337.36,1.0827,,KORE11,4,12.964576769624,16423,,,
238,302,LASC11,2.7208,,,,,,,,,,,,,,0.5541,128.13,19.7924,376747784.53,20.9709,20.4562,1.5998,0.5333,3.1767,0.5295,6.8309,0.5692,Shoppings,shoppings,107.59,2822405.29,376747784.53,0.8349,0.8396940607195811,LASC11,2,14.473538206381,410,,,
239,61,LAVF11,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2022.0,,,,,,,,,,,,,Indefinido,indefinido,0.0,,116243.8,0.0,,LAVF11,0,,7,,,
240,143,LFTT11,2.0272,,,,,,,,,,,,,,11.4531,17.7,-55.7942,131081503.66,-82.6381,-50.7313,22.8682,7.6227,65.3029,10.8838,153.545,12.7954,Papéis,papeis,30.9,11366.92,131081503.66,1.7458,1.7457627118644061,LFTT11,126,41.252700033511,502,,,
241,199,LGCP11,0.71,0.79,0.7967,2.39,0.7933,4.76,0.7825,9.39,-0.5525,5.468,0.2331,89.99,2.39,2024.0,0.6908,104.23,1.4009,367915608.44,10.4603,2.1014,2.085,0.695,4.1254,0.6876,7.8095,0.6508,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,89.0,521481.18,367915608.44,0.8508,0.853880840449006,LGCP11,5,13.20580538414,16754,,,
242,98,LIFE11,0.12,1.2,1.2067,3.62,1.2183,7.31,1.295,15.54,-0.9901,4.9229,0.198,10.0,3.62,2024.0,,,,,,,,,,,,,Imóveis Comerciais - Outros,imoveis-comerciais-outros,10.06,346065.05,236318508.72,0.9892,,LIFE11,0,17.294858673397,7221,,,
243,67,LLAO11,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,Misto,misto,77.37,551253,26473735.59,1.0554,,LLAO11,16,185.45940994853,77,,,
244,130,LOFT11B,47.8954,0.0,0.0,0.0,23.7067,142.24,15.8192,189.83,0.0,,0.0,,142.96,2021.0,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,29.9,,20069647.33,2.9228,,LOFT11B,8,,1,,,
245,97,LPLP11,1.6929,,,,,,,,,,,,,,,,,,,,,,,,,,Indefinido,indefinido,508.68,1017,144781405.25,1.2778,,LPLP11,0,,6,,,
246,482,LSAG11,1.1,1.09,1.4767,4.43,1.3783,8.27,1.405,16.86,0.4699,2.9576,1.565,100.5,4.43,2024.0,,,,,,,,,,,,,Misto,misto,90.99,234250.3,0.0,0.0,,LSAG11,0,25.811452718087,0,,,
247,443,LSPA11,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Papéis,papeis,109.99,113421.8,45396962.17,0.98,,LSPA11,0,23.747749339034,224,,,
248,239,LUGG11,0.5,0.63,0.62,1.86,0.6183,3.71,0.6933,8.32,-3.0185,-3.2444,-2.4076,80.0,1.86,2024.0,0.4205,123.65,-3.2321,139807277.37,4.6953,-2.8252,1.2301,0.41,2.5262,0.421,5.5009,0.4584,Fundo de Desenvolvimento,fundo-de-desenvolvimento,77.6,135473.83,139807277.37,0.6349,0.6275778406793361,LUGG11,5,13.92932411128,7009,,,
249,375,LVBI11,0.9,0.76,0.8,2.4,0.7667,4.6,0.7383,8.86,-0.9081,6.3071,-0.155,117.85,2.4,2024.0,0.8984,116.88,1.1948,1664813857.78,7.3472,2.1039,2.4482,0.8161,4.6389,0.7731,8.6415,0.7201,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,118.13,4359339.53,1664813857.78,1.0117,1.010694729637234,LVBI11,9,15.52650684032,110042,,,
250,193,MALL11,0.92,0.77,0.74,2.22,0.7267,4.36,0.725,8.7,0.9407,4.3209,1.7179,119.11,2.22,2024.0,0.5389,170.72,42.3734,1557794255.13,66.5241,43.1407,1.8625,0.6208,3.9568,0.6595,7.9486,0.6624,Shoppings,shoppings,118.84,3924905.85,1557794255.13,0.9826,0.6961105904404871,MALL11,9,9.534949993535,134104,,,
251,99,MANA11,0.1,1.05,1.0867,3.26,1.0533,6.32,1.0925,13.11,0.7384,2.0137,1.7961,9.55,3.26,2024.0,,,,,,,,,,,,,Indefinido,indefinido,9.48,406107.78,207031991.25,0.9669,,MANA11,0,23.873670813973,5947,,,
252,246,MATV11,0.6,0.73,1.0367,3.11,0.8117,4.87,1.0233,12.28,-1.4101,-1.0827,-0.6904,82.5,3.11,2023.0,0.6587,91.09,-1.885,38799465.3,-0.1778,-1.2387,2.4153,0.8051,5.0039,0.834,10.9192,1.0919,Indefinido,indefinido,86.63,13027.43,39926993.67,0.9243,0.9510374355033481,MATV11,0,34.113530211693,325,,,
253,408,MAXR11,0.7614,0.95,0.9667,2.9,0.9867,5.92,1.0158,12.19,-1.2146,10.5184,-0.2761,80.52,2.9,2024.0,0.6038,129.63,5.3217,145915010.31,13.7879,5.9577,1.8216,0.6072,3.6344,0.6057,7.1679,0.5973,Varejo,varejo,83.16,210534.28,145915010.31,0.6416,0.641518167090951,MAXR11,7,21.766287133586,4564,,,
254,281,MBRF11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2023.0,0.8803,1136.0082,-0.172,115491134.72,10.0303,0.7067,2.6522,0.8841,5.2889,0.8815,,,Lajes Corporativas,lajes-corporativas,0.0,,0.0,0.0,,MBRF11,,,0,,,
255,141,MCCI11,0.8,0.85,0.8767,2.63,0.9217,5.53,0.9692,11.63,-0.3271,5.2607,0.5201,94.46,2.63,2024.0,0.8332,96.02,3.8054,1628444605.75,9.53,4.6703,2.7176,0.9059,5.5785,0.9297,11.4911,0.9576,Papéis,papeis,94.0,3596902.78,1628444605.75,0.9742,0.9789627161008121,MCCI11,0,17.608973183316,119113,,,
256,402,MCHF11,9.1474,,,,,,,,,,,,,,0.6744,10.38,9.1483,335751641.15,12.9309,9.8843,2.1561,0.7187,4.7817,0.7969,10.9435,0.912,Papéis,papeis,9.1,1778820.09,335751641.15,0.8767,0.876685934489402,MCHF11,3,20.235853162531,82189,,,
257,313,MCHY11,0.11,0.98,0.9767,2.93,1.07,6.42,1.1475,13.77,-9.92,3.6027,-9.0372,11.26,2.93,2024.0,1.1066,9.94,-90.0947,472033898.0,-88.8548,-89.9851,2.5477,0.8492,6.4698,1.0783,14.5986,1.2166,Papéis,papeis,9.84,918709.85,472033898.0,0.993,0.989939637826961,MCHY11,0,27.630996546385,2624,,,
258,439,MFAI11,0.42,0.0,0.5033,1.51,0.6533,3.92,0.7192,8.63,0.0,,0.0,,2.4,2024.0,0.7695,74.07,8.6708,28828789.27,0.1751,9.507,2.2817,0.7606,4.3375,0.7229,8.305,0.6921,Fundo de Fundos,fundo-de-fundos,65.0,65828.4,28828789.27,0.8692,0.8775482651545831,MFAI11,0,19.172312807998,2727,,,
259,309,MFII11,1.21,0.0,0.7633,2.29,0.96,5.76,1.0583,12.7,0.0,,0.0,,3.43,2024.0,1.0788,111.23,5.2019,492412036.01,17.5642,6.3369,2.9957,0.9986,6.1157,1.0193,12.5696,1.0475,Fundo de Desenvolvimento,fundo-de-desenvolvimento,104.69,545018.85,492412036.01,0.9374,0.9412029128832141,MFII11,7,10.844386703338,30609,,,
260,388,MGCR11,0.3329,0.0,0.3933,1.18,0.7867,4.72,0.9583,11.5,0.0,,0.0,,8.0,2023.0,1.0225,9.78,-89.0824,131240792.97,-88.5465,-88.9708,1.2549,0.4183,1.5796,0.2633,6.169,0.5141,Papéis,papeis,9.4,259145.59,131240792.97,0.9611,0.9611451942740281,MGCR11,0,13.712879856209,4360,,,
261,323,MGFF11,4.2605,,,,,,,,,,,,,,0.7071,73.54,2.5662,665588549.57,-0.0942,3.2915,2.1234,0.7078,4.3009,0.7168,8.7018,0.7251,Fundo de Fundos,fundo-de-fundos,69.99,2558695.75,665588549.57,0.9517,0.9517269513190091,MGFF11,0,13.790675733183,45134,,,
262,126,MGHT11,0.51,1.16,1.1467,3.44,1.11,6.66,1.1358,13.63,-5.7333,-1.3517,-4.6398,43.9,3.44,2024.0,0.5923,86.1,0.6076,113113624.04,-4.2624,1.2036,1.9197,0.6399,3.7309,0.6218,8.8189,0.7349,Hotéis,hoteis,43.95,111457.88,113113624.04,0.5095,0.510452961672473,MGHT11,1,27.676512104009,5325,,,
263,180,MGLG11,0.35,0.86,0.86,2.58,0.76,4.56,0.9742,11.69,-3.5952,-2.7662,-2.7662,40.49,0.86,2023.0,0.5686,61.5542,57.537,116224996.02,-18.6225,58.4328,2.2829,0.761,5.0253,0.8375,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,40.99,55314.19,116088485.68,0.549,0.665917191678228,MGLG11,2,27.794577979683,3712,,,
264,102,MGRI11,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Indefinido,indefinido,0.0,,23597408.79,0.0,,MGRI11,1,,1,,,
265,405,MINT11,3.3556,3.27,4.57,4.57,4.57,4.57,4.57,4.57,2.6334,5.9895,5.9895,102.5,4.57,2024.0,,,,,,,,,,,,,Educacional,educacional,100.12,6031,71212267.16,0.7365,,MINT11,3,40.302023795993,107,,,
266,78,MMPD11,1.0669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Indefinido,indefinido,0.0,,59774583.28,0.0,,MMPD11,0,,54,,,
267,232,MORC11,3.0792,,,,,,,,,,,,,,0.3377,97.73,0.1127,186458139.85,5.6311,0.4507,2.1931,0.731,5.3238,0.8873,12.0589,1.0049,Papéis,papeis,89.87,1741368.33,186458139.85,0.9196,0.91957433746035,MORC11,0,11.11604007742,4000,,,
268,250,MORE11,6.0224,,,,,,,,,,,,,,0.8058,86.87,4.8775,201465359.12,2.9115,5.7226,2.3824,0.7941,4.5336,0.7556,8.9999,0.75,Fundo de Fundos,fundo-de-fundos,76.21,1327577.67,201450458.24,0.8773,0.8772879014619541,MORE11,0,16.369909946207,4213,,,
269,179,MXRF11,0.1,0.97,0.98,2.94,0.9967,5.98,1.0517,12.62,-3.814,-0.5884,-2.8809,10.34,2.94,2024.0,1.0204,9.8,-3.0663,3278934611.62,3.6399,-2.0772,3.2371,1.079,6.5862,1.0977,13.6457,1.1371,Papéis,papeis,10.52,12840827.25,3299205805.46,1.0639,1.073469387755101,MXRF11,3,9.27366619357,1085744,,,
270,128,NAVT11,1.0,1.06,1.3533,4.06,1.45,8.7,1.28,15.36,0.0106,16.4267,1.0708,93.98,4.06,2024.0,1.0535,94.92,5.9612,58117866.09,8.3036,7.0775,4.8604,1.6201,8.9942,1.499,14.9077,1.2423,Papéis,papeis,93.45,174913.73,58117866.09,0.9758,0.9845132743362831,NAVT11,0,22.083475392519,2437,,,
271,79,NCHB11,0.121,1.26,0.81,2.43,0.46,2.76,0.2975,3.57,1.4831,-88.0152,2.7617,9.58,2.43,2024.0,0.9891,10.11,-88.7165,154565132.31,-88.1812,-88.6049,2.7409,0.9136,5.3911,0.8985,12.2746,1.0229,Papéis,papeis,9.6,281495,154565132.31,0.9476,0.949554896142433,NCHB11,0,90.287059251446,11050,,,
272,493,NCRA11,0.069,0.69,0.9167,2.75,1.0683,6.41,1.2142,14.57,-3.1761,-1.8125,-2.508,10.06,2.75,2024.0,1.1418,10.51,0.0,46875753.9,0.0,0.0,2.9558,0.9853,6.5999,1.1,10.3965,1.2996,Indefinido,indefinido,9.6,153494.88,46875753.9,0.9039,0.913415794481446,NCRA11,0,11.710741889011,9644,,,
273,1840,NCRI11,0.09,0.93,1.0233,3.07,0.97,5.82,0.9833,11.8,3.0818,11.4921,4.0405,9.7,3.07,2024.0,,,,,,,,,,,,,Papéis,papeis,8.83,2968.53,40232122.72,0.8754,,NCRI11,,38.622140739373,845,,,
274,316,NEWL11,0.95,0.78,0.8933,2.68,0.885,5.31,0.92,11.04,-2.1927,15.3186,-1.4298,122.22,2.68,2024.0,0.6926,137.17,14.2227,278881018.96,31.2565,15.0137,2.5878,0.8626,4.6656,0.7776,9.3619,0.7802,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,116.83,658666.58,278881018.96,0.8511,0.8517168477072241,NEWL11,3,12.670987777956,5647,,,
275,229,NEWU11,0.1,0.0,0.2967,0.89,0.2783,1.67,0.25,3.0,0.0,,0.0,,0.89,2024.0,0.1394,71.74,3.0599,53229388.62,10.5984,3.2036,1.859,0.6197,2.7202,0.4534,4.1122,0.3427,Lajes Corporativas,lajes-corporativas,75.88,7270.43,53229388.62,1.0577,1.057708391413437,NEWU11,3,18.726859206969,1384,,,
276,151,NSLU11,1.5593,0.8,0.8,2.4,0.81,4.86,0.84,10.08,0.1289,2.2876,0.9299,194.24,2.4,2024.0,0.759,204.31,2.7096,264236966.77,9.8073,3.4892,2.292,0.764,4.6181,0.7697,9.2609,0.7717,Hospitalar,hospitalar,193.94,106498.55,264236966.77,0.944,0.9492437961920611,NSLU11,1,15.911718572299,6101,,,
277,139,NVHO11,0.0834,0.75,0.71,2.13,0.7167,4.3,0.7425,8.91,-8.6885,0.8774,-8.0037,11.14,2.13,2024.0,0.5454,15.31,9.7491,635308673.99,29.1152,10.3477,1.6434,0.5478,3.431,0.5718,7.0203,0.585,Hospitalar,hospitalar,11.7,3257.33,635308673.99,0.7662,0.7642064010450681,NVHO11,4,43.335361675503,2169,,,
278,158,NVIF11B,0.8892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,0.396,224.52,-28.1421,75753083.74,-10.1393,-27.8575,1.0624,0.3541,1.7626,0.2938,2.7625,0.2302,Fundo de Desenvolvimento,fundo-de-desenvolvimento,227.5,,75753083.74,1.0133,1.013272759665063,NVIF11B,2,,7,,,
279,2793,OCRE11,0.6537,0.0,0.6333,1.9,0.622,3.11,0.622,3.11,0.0,,0.0,,1.9,2024.0,,,,,,,,,,,,,Papéis,papeis,100.6,14446.15,33531062.89,0.9966,,OCRE11,,11.512042897942,488,,,
280,2719,OGHY11,9.3992,0.0,0.63,1.89,0.875,5.25,1.04,10.4,0.0,,0.0,,0.99,2024.0,,,,,,,,,,,,,Indefinido,indefinido,8.72,22847.1,25780971.88,0.9189,,OGHY11,,17.415519818466,1565,,,
