,post_id,ticker,dividendo,yeld,media_yield_3m,soma_yield_3m,media_yield_6m,soma_yield_6m,media_yield_12m,soma_yield_12m,variacao_cotacao_mes,rentabilidade,rentabilidade_mes,cotacao_fechamento,soma_yield_ano_corrente,ano,vpa_yield,vpa,vpa_change,pl,vpa_rent,vpa_rent_m,yield_vpa_3m_sum,yield_vpa_3m,yield_vpa_6m_sum,yield_vpa_6m,yield_vpa_12m_sum,yield_vpa_12m,setor,setor_slug,valor,liquidezmediadiaria,patrimonio,pvp,p_vpa,post_title,ativos,volatility,numero_cotista,tx_gestao,tx_admin,tx_performance
281,1858,OGIN11,0.13,1.38,0.46,1.38,0.23,1.38,0.138,1.38,0.0,,0.0,9.45,1.38,2024.0,,,,,,,,,,,,,Misto,misto,10.0,183601.64,0.0,0.0,,OGIN11,,13.002395661639,0,,,
282,485,OIAG11,0.105,1.23,1.2033,3.61,1.2367,7.42,1.24,14.88,-5.0,-1.9648,-3.8315,8.55,3.61,2024.0,1.0758,9.76,0.0,88194284.83,0.0,0.0,3.3241,1.108,6.9636,1.1606,10.8925,1.3616,Indefinido,indefinido,8.4,279170.03,88194284.83,0.8566,0.8606557377049181,OIAG11,0,12.599644666733,13148,,,
283,57,ONEF11,2.858,,,,,,,,,,,,,,17.78,182.79,-9.2583,166518054.63,30.2649,6.8755,18.6546,6.2182,19.9851,3.3308,22.7998,1.9,Lajes Corporativas,lajes-corporativas,200.03,114431.47,166518054.63,1.0943,1.094315881612779,ONEF11,1,19.628866926779,2602,,,
284,2785,OPTM11,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Misto,misto,0.0,,8283926.82,0.0,,OPTM11,1,,63,,,
285,512,ORPD11,1.3793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2019.0,1.1062,124.6841,0.9472,36158397.78,2.0639,2.0639,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,93.0,402.75,42086063.63,0.6408,0.7458850005734491,ORPD11,0,24.80391854123,6,,,
286,170,OUFF11,0.62,0.92,0.9333,2.8,0.9767,5.86,1.0092,12.11,0.3731,0.1022,1.2966,67.25,2.8,2024.0,0.813,73.8,-2.7668,133891385.15,4.1335,-1.9763,2.6909,0.897,5.5566,0.9261,11.2476,0.9373,Fundo de Fundos,fundo-de-fundos,66.8,210341.13,133891385.15,0.9077,0.9051490514905141,OUFF11,3,11.86114712224,7706,,,
287,166,OUJP11,0.91,0.96,0.9233,2.77,0.9733,5.84,1.105,13.26,-5.9742,-0.852,-5.0715,94.59,2.77,2024.0,0.9181,99.12,-0.7708,322369478.16,15.0836,0.1402,2.7363,0.9121,5.7868,0.9645,13.1522,1.096,Papéis,papeis,96.23,882136.4,322369478.16,0.9721,0.9708434221146081,OUJP11,0,14.595483560033,29951,,,
288,389,OULG11,0.3,0.93,1.0,3.0,1.01,6.06,1.03,12.36,1.9558,2.904,2.904,32.32,0.93,2024.0,0.4881,61.46,-8.1453,152504778.54,-14.5479,-7.6969,1.4242,0.4747,3.2853,0.5476,6.9695,0.5808,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,28.11,116148.65,153661589.03,0.4537,0.45737064757565804,OULG11,2,20.459634757429,5231,,,
289,213,OURE11,0.9,1.23,1.15,3.45,1.105,6.63,1.1308,13.57,-0.1642,3.4898,1.0638,72.98,3.45,2024.0,0.9184,92.55,1.6698,99679352.22,14.0271,2.6035,2.6498,0.8833,5.2647,0.8775,11.3783,0.9482,Misto,misto,72.47,216222.3,99679352.22,0.7826,0.7830361966504591,OURE11,4,14.619717087312,6331,,,
290,223,PABY11,0.1325,,,,,,,,,,,,,2012.0,0.0,251.4213,1.7432,190677892.84,5.4924,1.7432,0.0,0.0,0.0,0.0,0.0,0.0,Fundo de Desenvolvimento,fundo-de-desenvolvimento,14.47,536.06,-16623707.19,0.0,0.05755280081679601,PABY11,15,83.77182697279,667,,,
291,245,PATB11,1.1758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,0.0,,680922792.01,0.0,,PATB11,3,,56,,,
292,433,PATC11,0.34,0.89,3.0033,9.01,2.3933,14.36,1.8217,21.86,-1.5641,1.3042,-0.688,38.39,5.25,2024.0,0.8295,40.99,-46.3411,142552007.69,-48.3423,-45.8961,9.1081,3.036,15.0931,2.5155,19.443,1.6202,Fundo de Desenvolvimento,fundo-de-desenvolvimento,37.35,209003.7,142552007.69,0.9073,0.9111978531349111,PATC11,4,42.097752304307,8619,,,
293,228,PATL11,0.6,0.86,0.87,2.61,0.88,5.28,0.8667,10.4,2.7541,13.123,3.6377,69.77,2.61,2024.0,0.6099,98.38,0.265,491061361.21,8.4388,0.8765,1.8286,0.6095,3.6558,0.6093,7.2567,0.6047,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,70.26,573089.18,491061361.21,0.6984,0.7141695466558241,PATL11,4,22.524101039346,24983,,,
294,104,PCAS11,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2023.0,,,,,,,,,,,,,Indefinido,indefinido,0.0,,453298668.42,0.0,,PCAS11,3,,50,,,
295,351,PEMA11,0.3647,0.87,1.1267,3.38,1.3867,8.32,1.4575,17.49,-6.6459,-5.6583,-5.8337,42.0,3.38,2024.0,,,,,,,,,,,,,Papéis,papeis,40.12,745.08,39011032.85,0.6509,,PEMA11,0,88.274601297962,373,,,
296,3022,PFIN11,2.1,3.01,2.03,6.09,1.7633,10.58,1.7909,19.7,-0.2859,17.4211,2.7155,69.76,7.52,2023.0,,,,,,,,,,,,,Indefinido,indefinido,75.8,2374462.48,0.0,0.0,,PFIN11,,18.840194335437,0,,,
297,3020,PICE11,0.3,0.49,0.62,1.86,0.7367,4.42,0.8017,9.62,4.2735,-7.1408,4.7844,61.0,1.86,2024.0,,,,,,,,,,,,,Indefinido,indefinido,58.75,499563.35,0.0,0.0,,PICE11,,23.126995788712,0,,,
298,489,PLCA11,0.95,1.14,1.1567,3.47,1.2,7.2,1.2283,14.74,-4.0023,3.3493,-2.9079,83.47,3.47,2024.0,1.0246,94.67,0.0,52735009.51,0.0,0.0,3.2,1.0667,6.6281,1.1047,10.1734,1.2717,Indefinido,indefinido,81.5,70312.5,52735009.51,0.8755,0.860885180099292,PLCA11,0,24.3589544639,2319,,,
299,423,PLCR11,0.8,0.9,0.9,2.7,0.9233,5.54,1.05,12.6,1.0291,4.0521,1.9383,89.34,2.7,2024.0,0.8691,92.05,1.4996,194146402.23,12.7025,2.3817,2.6027,0.8676,5.3881,0.898,11.9856,0.9988,Papéis,papeis,91.0,310678.73,194146402.23,0.9854,0.988593155893536,PLCR11,0,10.564719299429,15863,,,
300,344,PLOG11,0.7,0.99,1.0167,3.05,1.0167,6.1,1.0108,12.13,2.0127,0.5538,3.0226,70.96,4.09,2023.0,0.7471,100.3948,-0.0245,75296076.09,8.7653,0.7224,2.2411,0.747,4.4831,0.7472,,,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,66.71,70165.04,79648071.76,0.629,0.664476646200799,PLOG11,1,16.625047460129,3284,,,
301,429,PLRI11,0.1477,1.01,0.4467,1.34,0.5117,3.07,0.7417,8.9,-12.8358,-17.6037,-11.9555,14.6,3.07,2024.0,0.196,28.16,-12.4378,26870223.47,-25.3708,-12.2662,1.6064,0.5355,4.1149,0.6858,5.8984,0.4915,Papéis,papeis,14.21,870.19,26870223.47,0.5323,0.5046164772727271,PLRI11,0,63.13263918317,691,,,
302,2847,PMFO11,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Misto,misto,100.0,100,76111175.51,1.0273,,PMFO11,,,92,,,
303,2810,PNCR11,0.9331,,,,,,,,,,,,,,,,,,,,,,,,,,Imóveis Residenciais,imoveis-residenciais,82.95,165900,41659431.38,0.9956,,PNCR11,,79.560155419123,110,,,
304,272,PNDL11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,1099.0,186924.8,136126923.85,1.0423,,PNDL11,0,81.454510340345,57,,,
305,2840,PNRC11,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Indefinido,indefinido,102.05,408200,41961245.59,0.9974,,PNRC11,,8.470060337056,60,,,
306,300,PORD11,0.93,1.01,1.0667,3.2,1.0933,6.56,1.1325,13.59,0.2172,8.0592,1.2294,92.27,3.2,2024.0,1.0201,97.05,-1.0703,361841454.67,10.7176,-0.0612,3.0895,1.0298,6.1735,1.0289,12.4527,1.0377,Papéis,papeis,92.6,535116.05,361841454.67,0.9442,0.9541473467284901,PORD11,0,11.251800770211,27656,,,
307,3028,PPEI11,4.0,4.4,4.6133,13.84,4.5125,18.05,4.5125,18.05,4.9902,19.6061,9.6097,90.89,9.02,2023.0,,,,,,,,,,,,,Indefinido,indefinido,94.1,339494.83,0.0,0.0,,PPEI11,,20.302950717064,0,,,
308,441,PQAG11,0.46,0.77,0.7667,2.3,0.7717,4.63,0.7933,9.52,2.1459,4.9819,2.9324,59.5,2.3,2024.0,0.7875,57.14,-0.2096,799428235.4,10.487,0.5763,2.3635,0.7878,4.7095,0.7849,9.3238,0.777,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,58.75,440534.86,799428235.4,1.0238,1.028176408820441,PQAG11,1,15.577613627304,476,,,
309,196,PQDP11,21.2216,1.08,0.94,2.82,0.895,5.37,0.9567,11.48,1.3974,3.2145,2.4925,1957.0,2.82,2024.0,0.443,3441.41,9.8201,866556432.43,6.64,10.3066,1.5188,0.5063,3.1362,0.5227,6.6441,0.5537,Shoppings,shoppings,1999.02,106583.03,866556432.43,0.5753,0.580872374985834,PQDP11,1,24.000345133992,3948,,,
310,397,PRSV11,14.1,,,,,,,,,,,,,,0.4448,364.2296,-0.0308,71024775.31,-3.8098,0.4138,1.5262,0.5087,2.6527,0.4421,5.7282,0.4774,Lajes Corporativas,lajes-corporativas,70.94,1435.18,34391655.87,0.4365,0.194767256697423,PRSV11,1,75.962329122233,930,,,
311,314,PRTS11,0.0549,,,,,,,,,,,,,,,,,,,,,,,,,,Shoppings,shoppings,117.7,,3111607.44,1961.6667,,PRTS11,2,,11,,,
312,3236,PULV11,0.1057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Papéis,papeis,0.0,,80758916.41,0.0,,PULV11,,,2,,,
313,434,PVBI11,0.65,0.63,0.6633,1.99,0.6683,4.01,0.6608,7.93,-0.0194,4.0134,0.6105,102.97,1.99,2024.0,0.6945,100.79,-2.5147,1855692427.26,6.5344,-1.8377,2.0859,0.6953,4.1659,0.6943,7.9313,0.6609,Lajes Corporativas,lajes-corporativas,101.78,6478609.65,1855692427.26,1.0093,1.009822403016172,PVBI11,4,13.784454263416,145584,,,
314,335,QAGR11,0.44,0.9,0.8733,2.62,0.8767,5.26,0.91,10.92,-3.1944,3.2354,-2.3232,48.79,2.62,2024.0,0.7522,58.76,5.2292,296164454.57,4.9858,6.0208,2.2422,0.7474,4.4533,0.7422,9.0846,0.7571,Indefinido,indefinido,48.39,250207.75,296164454.57,0.8235,0.8235194009530291,QAGR11,12,9.558680557219,21168,,,
315,117,QAMI11,1.0,1.17,1.01,3.03,1.1417,6.85,1.1017,13.22,6.6934,14.2215,7.9417,85.12,11.32,2023.0,1.0776,92.8,1.4208,74367555.48,14.578,2.5137,2.668,0.8893,5.8207,0.9701,11.4713,0.9559,Papéis,papeis,84.68,202935.58,74367555.48,0.9125,0.9125000000000001,QAMI11,0,21.452916369321,1440,,,
316,55,QIRI11,89.6379,0.0,0.6133,1.84,0.635,3.81,0.6867,8.24,0.0,,0.0,,6.9,2022.0,100.0311,89.61,-0.4109,13441852.95,116.5836,99.2093,101.6033,33.8678,103.9601,17.3267,108.1435,9.012,Papéis,papeis,78.04,6867.57,13441852.95,0.8709,0.870884945876576,QIRI11,0,9.645270602362,173,,,
317,169,RBCO11,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2023.0,0.2217,90.2202,1.0273,340942316.64,-7.0758,1.2512,0.7383,0.2461,1.9677,0.3279,,,Lajes Corporativas,lajes-corporativas,0.0,,0.0,0.0,,RBCO11,,,0,,,
318,120,RBDS11,2.3541,11.21,7.81,23.43,9.0033,54.02,5.7125,68.55,-51.1968,-45.726,-45.726,21.0,11.21,2021.0,0.0,22.9843,0.0,2908038.17,0.0,0.0,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,2.23,435.11,2678961.93,0.1025,0.097022750312169,RBDS11,0,100.38282560494,1012,,,
319,352,RBED11,1.33,0.89,0.9233,2.77,0.9633,5.78,0.9842,11.81,0.2545,6.8429,1.1468,149.68,2.77,2024.0,0.9127,145.72,1.1383,343171362.76,14.8001,2.0614,2.9023,0.9674,5.9162,0.986,11.3913,0.9493,Educacional,educacional,145.64,198972.8,343171362.76,0.9747,0.999451001921493,RBED11,7,14.098787181469,13334,,,
320,407,RBFF11,0.5,0.81,0.8233,2.47,0.8333,5.0,0.8725,10.47,0.1133,6.2342,0.9242,61.86,2.47,2024.0,0.7201,69.43,8.7733,260319888.99,17.2354,9.5566,2.2214,0.7405,4.4675,0.7446,9.0465,0.7539,Fundo de Fundos,fundo-de-fundos,63.55,781451.43,260319888.99,0.9153,0.915310384559988,RBFF11,0,13.398473535271,20807,,,
321,475,RBGS11,0.1766,0.62,0.5267,1.58,0.4533,2.72,0.5142,6.17,-1.8966,-1.2883,-1.2883,28.45,0.62,2022.0,0.1762,90.7841,0.003,97865283.71,1.1741,0.1792,0.4627,0.1542,,,,,Shoppings,shoppings,28.45,,97865283.71,0.3134,0.31338086735452503,RBGS11,1,,2808,,,
322,186,RBHG11,0.95,1.04,1.05,3.15,1.1067,6.64,1.1708,14.05,-2.0936,3.6263,-1.0754,91.19,3.15,2024.0,0.9923,90.7,-1.4987,196627757.54,10.0952,-0.5213,3.2893,1.0964,6.7634,1.1272,13.6617,1.1385,Papéis,papeis,90.66,596836.95,196627757.54,0.9985,0.999558985667034,RBHG11,0,10.214498048905,10020,,,
323,438,RBHY11,1.0,1.08,1.11,3.33,1.1433,6.86,1.2075,14.49,-1.5051,1.7895,-0.4414,92.27,3.33,2024.0,1.0683,93.61,-0.5419,177252848.43,14.1293,0.5206,3.4144,1.1381,7.0181,1.1697,14.6327,1.2194,Papéis,papeis,90.4,130501.38,177252848.43,0.9619,0.9657087917957481,RBHY11,0,10.325260428294,3670,,,
324,1856,RBIF11,0.91,0.94,0.97,2.91,0.8,4.8,0.9442,11.33,2.5447,5.244,3.5086,96.31,2.91,2024.0,,,,,,,,,,,,,Indefinido,indefinido,97.54,70296.3,0.0,0.0,,RBIF11,,25.711676377736,0,,,
325,367,RBIR11,0.5168,,,,,,,,,,,,,,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,90.51,170603.05,149117666.58,0.9329,,RBIR11,0,27.095631781774,1655,,,
326,318,RBLG11,0.95,0.94,0.9333,2.8,0.935,5.61,0.6258,7.51,-0.6101,1.3116,0.3241,101.0,2.8,2024.0,0.9007,105.47,4.9662,67524027.95,9.7747,5.9116,2.7152,0.9051,5.4726,0.9121,10.8897,0.9075,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,99.0,3222.84,67524027.95,0.9387,0.938655541860244,RBLG11,1,33.15667441131,232,,,
327,1838,RBOP11,2.0,0.52,2.71,8.13,1.9367,11.62,1.4833,17.8,15.5703,66.2851,16.1713,383.0,8.98,2024.0,,,,,,,,,,,,,Lajes Corporativas,lajes-corporativas,374.21,45366.65,79647495.78,0.4881,,RBOP11,2,51.635561311879,3538,,,
328,440,RBRD11,0.34,0.83,0.8367,2.51,0.8517,5.11,0.8733,10.48,2.0724,6.3015,2.9196,40.88,2.51,2024.0,0.5023,67.69,2.2662,125347470.9,0.7071,2.7799,1.506,0.502,3.0517,0.5086,6.0137,0.5011,Varejo,varejo,43.35,34220.5,125347470.9,0.6279,0.640419559757719,RBRD11,4,25.988840383271,8647,,,
329,234,RBRF11,0.055,0.65,0.6667,2.0,0.6917,4.15,0.7517,9.02,5.9701,14.6641,6.659,8.52,2.0,2024.0,0.6166,8.92,-89.102,1219797024.18,-88.968,-89.0348,7.3767,2.4589,9.2726,1.5454,13.7188,1.1432,Fundo de Fundos,fundo-de-fundos,8.39,2953856.48,1219797024.18,0.9339,0.940582959641255,RBRF11,0,18.360383521882,120295,,,
330,84,RBRI11,17.8612,,,,,,,,,,,,,,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,918.0,7701.5,165107304.15,0.7765,,RBRI11,0,136.55130824883,91,,,
331,304,RBRL11,0.65,0.78,0.7733,2.32,0.8017,4.81,0.78,9.36,-4.3756,-0.3758,-3.6298,83.7,2.32,2024.0,0.6391,101.71,-5.1743,680151523.94,3.1957,-4.5683,2.0607,0.6869,4.1115,0.6852,7.7974,0.6498,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,82.3,783009.6,680151523.94,0.8034,0.809163307442729,RBRL11,6,18.500859737065,15035,,,
332,444,RBRM11,2002.0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2023.0,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,94794.81,,13985050.26,3.6535,,RBRM11,0,,54,,,
333,449,RBRP11,0.35,0.58,0.55,1.65,0.5333,3.2,0.5108,6.13,5.8906,18.6743,6.5048,60.4,1.65,2024.0,0.4122,80.05,-2.0196,974905879.91,2.2706,-1.6157,1.1168,0.3723,2.1044,0.3507,4.0978,0.3415,Lajes Corporativas,lajes-corporativas,58.6,1224265.48,974905879.91,0.7364,0.732042473454091,RBRP11,10,29.022913940761,87067,,,
334,353,RBRR11,0.84,0.93,0.8533,2.56,0.7917,4.75,0.8758,10.51,-0.1104,7.749,0.8186,90.5,2.56,2024.0,0.8346,95.86,1.9028,1443411409.6,5.7658,2.7533,2.2521,0.7507,4.3246,0.7208,9.7504,0.8125,Papéis,papeis,94.0,3632192.48,1443411409.6,0.9721,0.980596703525975,RBRR11,0,15.054763787226,139771,,,
335,167,RBRS11,0.07,0.14,0.76,2.28,0.7417,4.45,0.7608,9.13,-4.717,-7.7705,-4.5836,50.5,1.56,2024.0,0.0749,93.5,-0.6271,162157778.0,5.4029,-0.5527,1.684,0.5613,2.9568,0.4928,5.5376,0.4615,Fundo de Desenvolvimento,fundo-de-desenvolvimento,49.0,49592.11,162157778.0,0.5261,0.5240641711229941,RBRS11,2,33.063022977605,1213,,,
336,105,RBRX11,0.1,1.03,0.99,2.97,1.0433,6.26,1.1583,13.9,4.0555,8.8023,5.1273,9.75,2.97,2024.0,,,,,,,,,,,,,Indefinido,indefinido,9.74,975662.8,183515681.54,1.001,,RBRX11,0,12.874347455624,9091,,,
337,359,RBRY11,1.01,1.01,1.0167,3.05,1.04,6.24,1.1458,13.75,-1.0171,4.0988,-0.0174,100.24,3.05,2024.0,1.0663,98.47,-1.4216,989115056.96,4.7782,-0.3704,3.0986,1.0329,6.351,1.0585,13.8088,1.1507,Papéis,papeis,100.65,4558058.78,989115056.96,1.0215,1.022138722453539,RBRY11,0,10.985808905321,56994,,,
338,194,RBTS11,61.9195,7.12,3.2267,9.68,1.6133,9.68,0.8067,9.68,-3.3356,3.547,3.547,869.98,7.12,2024.0,3.6003,638.8,-41.597,36107894.17,-28.1118,-39.4943,14.6392,4.8797,31.4357,5.2393,55.4806,4.6234,Fundo de Desenvolvimento,fundo-de-desenvolvimento,814.99,13324.72,38211338.53,1.2056,1.275814026299311,RBTS11,0,82.74844287246,122,,,
339,382,RBVA11,1.0,0.88,0.8833,2.65,0.8933,5.36,0.9258,11.11,0.3991,8.2283,1.2826,113.2,2.65,2024.0,0.9184,108.89,-0.448,1359531416.29,19.6146,0.4663,2.6787,0.8929,5.4636,0.9106,10.8719,0.906,Varejo,varejo,113.44,1857369.8,1359531416.29,1.0392,1.041785287905225,RBVA11,52,11.674817201051,56389,,,
340,378,RBVO11,1.2,,,,,,,,,,,,,,2.9775,13.77,-20.5424,7100412.78,-36.651,-18.1766,3.4117,1.1372,3.9366,0.6561,4.3857,0.3655,Papéis,papeis,15.79,30360.8,7100412.78,1.0109,1.146695715323166,RBVO11,0,55.280236488779,2547,,,
341,259,RCFF11,1.3597,0.0,0.44,1.32,0.6983,4.19,0.6983,4.19,0.0,,0.0,,0.0,2024.0,1.3249,102.63,12.2007,33169516.79,14.0673,13.6872,3.9989,1.333,5.8606,1.9535,5.8606,1.9535,Fundo de Fundos,fundo-de-fundos,94.99,398.8,33278724.83,0.9225,0.9255578290948061,RCFF11,0,103.03516005458,88,,,
342,319,RCRB11,0.93,0.58,0.5733,1.72,0.5483,3.29,0.5575,6.69,-3.5311,7.6113,-2.9716,159.0,1.72,2024.0,0.4531,205.25,-1.008,757500153.9,9.1585,-0.5595,1.2852,0.4284,2.4184,0.4031,4.5784,0.3815,Lajes Corporativas,lajes-corporativas,161.53,893916.93,757500153.9,0.7853,0.7869914738124231,RCRB11,9,23.10849573326,31940,,,
343,289,RDPD11,0.3,1.32,2.13,6.39,3.35,20.1,4.0742,48.89,7.355,-0.4671,8.7721,22.77,29.45,2023.0,0.9426,33.9476,-37.046,36596919.0,-36.0114,-36.4525,2.6743,0.8914,5.8484,0.9747,,,Papéis,papeis,22.96,98337.21,24085452.18,1.0555,0.67633647150314,RDPD11,0,54.16273264563,3141,,,
344,348,RECR11,0.88,1.01,0.94,2.82,0.9167,5.5,1.0167,12.2,1.5403,5.5514,2.5658,87.02,2.82,2024.0,0.849,95.41,0.0839,2522913646.51,14.8774,0.9336,2.4336,0.8112,4.8607,0.8101,10.8278,0.9023,Papéis,papeis,88.37,2667035.18,2522913646.51,0.9169,0.926213185200712,RECR11,1,14.246666329704,176873,,,
345,409,RECT11,0.4,0.92,0.8933,2.68,0.9,5.4,0.8867,10.64,-0.5747,2.349,0.34,43.25,2.68,2024.0,0.4348,92.0,-1.7933,785985118.8,0.7473,-1.3664,1.3042,0.4347,2.6006,0.4334,5.4935,0.4578,Lajes Corporativas,lajes-corporativas,42.89,573796.53,785985118.8,0.4605,0.466195652173913,RECT11,9,19.344688992238,66109,,,
346,297,RECX11,0.6,0.9,0.8867,2.66,0.825,4.95,0.8458,10.15,-1.787,3.2582,-0.9031,66.5,2.66,2024.0,0.7819,76.74,-1.7917,16752679.8,-6.1969,-1.0238,2.3638,0.7879,4.4364,0.7394,9.1496,0.7625,Fundo de Fundos,fundo-de-fundos,67.0,15145.21,16752679.8,0.8748,0.8730779254626011,RECX11,0,29.3779961084,662,,,
347,214,REIT11,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2024.0,,,,,,,,,,,,,Papéis,papeis,169.6,169,7434146.9,0.5998,,REIT11,0,169.58867213392,69,,,
348,435,RELG11,0.1,0.2,0.52,1.56,0.785,4.71,0.8858,10.63,1.2577,-30.2298,1.4602,49.11,0.57,2024.0,0.1429,125.95,3.1532,168092063.12,12.0434,3.3006,1.292,0.4307,3.1963,0.5327,7.1912,0.5993,Imóveis Industriais e Logísticos,imoveis-industriais-e-logisticos,49.94,247263.55,168092063.12,0.3959,0.39650655021834,RELG11,5,25.66074707861,5873,,,
349,376,RFOF11,0.74,0.94,0.9467,2.84,0.945,5.67,0.9567,11.48,1.2922,5.8234,2.2443,78.39,2.84,2024.0,0.8971,82.49,3.1899,88942109.93,5.374,4.1156,2.6581,0.886,5.3714,0.8952,10.7113,0.8926,Fundo de Fundos,fundo-de-fundos,79.0,95286.58,88942109.93,0.956,0.957691841435325,RFOF11,0,14.948719357257,4779,,,
350,1842,RINV11,1.25,1.12,1.1567,3.47,1.0917,6.55,1.175,14.1,-0.6498,6.1928,0.463,111.62,3.47,2024.0,,,,,,,,,,,,,Indefinido,indefinido,113.0,226906.88,92399716.83,1.028,,RINV11,,7.2457008357,1274,,,
351,349,RMAI11,0.45,0.0,0.3667,1.1,0.4317,2.59,0.4842,5.81,0.0,,0.0,,1.54,2024.0,0.3238,101.92,-5.5071,249080683.25,-3.0915,-5.2012,0.9606,0.3202,1.826,0.3043,3.3939,0.2828,Lajes Corporativas,lajes-corporativas,71.0,62835.23,249080683.25,0.6966,0.69662480376766,RMAI11,2,35.054947022021,1185,,,
352,173,RNDP11,16.9838,14.9,5.2,15.6,4.2983,25.79,6.8125,81.75,-3.3164,7.8262,11.0895,113.99,25.79,2024.0,0.8671,95.72,-50.4939,10287700.02,-84.4315,-50.0646,11.5145,3.8382,50.4324,8.4054,67.7312,5.6443,Papéis,papeis,113.9,16794.1,10287700.02,1.1899,1.1899289594651061,RNDP11,0,69.470451935612,1263,,,
353,329,RNGO11,0.38,0.83,0.8333,2.5,0.85,5.1,0.8275,9.93,-0.7161,5.6381,0.1079,45.75,2.5,2024.0,0.4593,82.73,-4.5129,221387103.66,0.372,-4.0743,1.4269,0.4756,2.7626,0.4604,5.5129,0.4594,Lajes Corporativas,lajes-corporativas,49.0,99219.23,221387103.66,0.5919,0.592288166324187,RNGO11,4,12.915597024587,10180,,,
354,217,ROOF11,41.7154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,2023.0,,,,,,,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,727.2,727,42597872.3,1.3229,,ROOF11,67,139.17775299126,79,,,
355,106,RPRI11,1.05,1.03,0.99,2.97,0.9383,5.63,1.0567,12.68,-1.354,2.9995,-0.3379,102.0,2.97,2024.0,,,,,,,,,,,,,Papéis,papeis,100.77,280297.25,349973454.64,0.99,,RPRI11,0,16.991423244498,4704,,,
356,184,RRCI11,0.87,1.04,1.07,3.21,1.1,6.6,1.145,13.74,-0.036,3.8299,1.0036,83.35,3.21,2024.0,0.9855,91.32,-2.9337,43992640.99,9.214,-1.977,2.9471,0.9824,6.027,1.0045,12.4025,1.0335,Papéis,papeis,83.41,39871.38,43992640.99,0.9187,0.913381515549715,RRCI11,0,11.871859998528,2084,,,
357,215,RSPD11,8.22,,,,,,,,,,,,,,0.9818,1130.0991,-1.0846,168368776.69,-0.1134,-0.1134,,,,,,,Fundo de Desenvolvimento,fundo-de-desenvolvimento,1026.0,115452.65,155035815.22,0.9852,0.9078849810605101,RSPD11,0,64.007064345485,123,,,
358,491,RURA11,0.103,1.01,0.9967,2.99,1.0267,6.16,1.0992,13.19,-0.6823,-2.9785,0.3208,10.19,2.99,2024.0,,,,,,,,,,,,,Misto,misto,10.16,3478159,0.0,0.0,,RURA11,0,13.038377946355,0,,,
359,202,RVBI11,0.75,0.87,0.8867,2.66,0.88,5.28,0.91,10.92,3.6416,8.8082,4.5433,86.52,2.66,2024.0,0.875,85.71,2.0114,123429430.05,9.3213,2.9041,2.6135,0.8712,5.1302,0.855,10.4406,0.8701,Fundo de Fundos,fundo-de-fundos,80.94,882676.63,123429430.05,1.0085,0.944347217360868,RVBI11,0,18.615179223004,12588,,,
360,513,RZAG11,0.11,1.22,1.2133,3.64,1.23,7.38,1.2908,15.49,-2.2777,0.2356,-1.0854,9.01,3.64,2024.0,1.1603,9.48,-0.814,645042437.71,12.8469,0.3369,3.5614,1.1871,7.3052,1.2175,15.6975,1.3081,Indefinido,indefinido,8.73,2553522.4,645042437.71,0.9124,0.9208860759493671,RZAG11,0,12.347983855216,87887,,,
